net,length_um
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[14\],23.04µm
_08773_,23.02µm
deser_B.shift_reg\[64\],23µm
deser_B.shift_reg\[102\],22.99µm
_04256_,22.98µm
systolic_inst.B_shift\[18\]\[5\],22.98µm
_08861_,22.96µm
systolic_inst.acc_wires\[12\]\[9\],22.95µm
systolic_inst.acc_wires\[15\]\[3\],22.95µm
_05813_,22.94µm
_06633_,22.94µm
deser_B.shift_reg\[36\],22.94µm
_05268_,22.92µm
_06339_,22.92µm
_11316_,22.92µm
deser_A.shift_reg\[30\],22.92µm
systolic_inst.acc_wires\[12\]\[30\],22.92µm
_12455_,22.9µm
deser_B.shift_reg\[38\],22.9µm
deser_B.shift_reg\[63\],22.9µm
ser_C.shift_reg\[383\],22.9µm
_04531_,22.88µm
_10550_,22.88µm
systolic_inst.row_loop\[0\].col_loop\[0\].pe_i.prod_reg\[11\],22.88µm
systolic_inst.acc_wires\[14\]\[6\],22.87µm
_12203_,22.86µm
_04349_,22.84µm
_08408_,22.84µm
_12018_,22.84µm
systolic_inst.acc_wires\[8\]\[13\],22.84µm
systolic_inst.cycle_cnt\[6\],22.84µm
systolic_inst.acc_wires\[13\]\[2\],22.83µm
_07457_,22.82µm
deser_B.shift_reg\[77\],22.82µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[7\],22.81µm
_08361_,22.8µm
_07207_,22.78µm
_07389_,22.78µm
systolic_inst.A_shift\[20\]\[6\],22.78µm
systolic_inst.row_loop\[1\].col_loop\[2\].pe_i.prod_reg\[0\],22.78µm
_06374_,22.76µm
_10336_,22.76µm
_05274_,22.74µm
systolic_inst.B_shift\[23\]\[2\],22.74µm
_11552_,22.725µm
_13011_,22.725µm
_07479_,22.72µm
_08726_,22.72µm
_08706_,22.7µm
_11689_,22.68µm
deser_A.shift_reg\[102\],22.68µm
systolic_inst.acc_wires\[5\]\[9\],22.68µm
C_out\[11\],22.66µm
systolic_inst.acc_wires\[0\]\[15\],22.66µm
systolic_inst.acc_wires\[15\]\[4\],22.63µm
B_in\[102\],22.62µm
_07896_,22.62µm
_10820_,22.62µm
deser_A.shift_reg\[90\],22.62µm
systolic_inst.row_loop\[2\].col_loop\[3\].pe_i.prod_reg\[8\],22.62µm
_05165_,22.6µm
systolic_inst.acc_wires\[12\]\[23\],22.58µm
systolic_inst.acc_wires\[3\]\[22\],22.58µm
_05439_,22.57µm
deser_A.shift_reg\[64\],22.56µm
systolic_inst.acc_wires\[2\]\[27\],22.56µm
_03691_,22.555µm
systolic_inst.acc_wires\[2\]\[7\],22.55µm
_04919_,22.54µm
systolic_inst.cycle_cnt\[11\],22.54µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[7\],22.54µm
_08311_,22.5µm
_10060_,22.5µm
_12211_,22.5µm
_12720_,22.5µm
systolic_inst.cycle_cnt\[30\],22.5µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[6\],22.5µm
_03956_,22.48µm
_10342_,22.48µm
ser_C.shift_reg\[495\],22.48µm
_12451_,22.475µm
_04039_,22.46µm
deser_B.shift_reg\[94\],22.46µm
clknet_leaf_199_clk,22.46µm
_09919_,22.44µm
_11787_,22.44µm
_05594_,22.42µm
deser_A.shift_reg\[94\],22.42µm
systolic_inst.acc_wires\[10\]\[5\],22.42µm
ser_C.shift_reg\[55\],22.38µm
_04198_,22.36µm
deser_A.shift_reg\[29\],22.36µm
_03511_,22.34µm
systolic_inst.acc_wires\[9\]\[13\],22.34µm
systolic_inst.row_loop\[2\].col_loop\[2\].pe_i.prod_reg\[11\],22.34µm
ser_C.shift_reg\[165\],22.335µm
_08551_,22.32µm
deser_A.shift_reg\[34\],22.32µm
systolic_inst.row_loop\[2\].col_loop\[3\].pe_i.prod_reg\[12\],22.32µm
_03513_,22.305µm
B_in\[111\],22.3µm
B_in\[121\],22.3µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[3\],22.3µm
systolic_inst.acc_wires\[4\]\[14\],22.29µm
_04376_,22.28µm
_06270_,22.28µm
_06553_,22.28µm
_08012_,22.28µm
_11116_,22.28µm
ser_C.shift_reg\[214\],22.28µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[3\],22.28µm
_06096_,22.26µm
_10105_,22.26µm
_11514_,22.26µm
systolic_inst.B_shift\[13\]\[1\],22.26µm
systolic_inst.acc_wires\[2\]\[30\],22.26µm
systolic_inst.acc_wires\[5\]\[10\],22.26µm
_03557_,22.22µm
_07199_,22.22µm
systolic_inst.row_loop\[1\].col_loop\[2\].pe_i.prod_reg\[5\],22.22µm
systolic_inst.acc_wires\[0\]\[2\],22.21µm
systolic_inst.acc_wires\[15\]\[7\],22.17µm
systolic_inst.acc_wires\[7\]\[15\],22.17µm
_03875_,22.16µm
_07523_,22.16µm
_08312_,22.16µm
_11496_,22.16µm
_11764_,22.16µm
_05291_,22.14µm
_06926_,22.14µm
_09124_,22.14µm
systolic_inst.row_loop\[0\].col_loop\[2\].pe_i.prod_reg\[0\],22.14µm
_11538_,22.135µm
_06040_,22.12µm
C_out\[48\],22.1µm
_03664_,22.1µm
deser_B.shift_reg\[89\],22.1µm
systolic_inst.B_shift\[22\]\[3\],22.1µm
_04676_,22.08µm
systolic_inst.row_loop\[1\].col_loop\[2\].pe_i.prod_reg\[11\],22.08µm
_08329_,22.04µm
_10545_,22.04µm
_10833_,22.04µm
_10084_,22.02µm
_04108_,22µm
_08763_,22µm
clknet_leaf_177_clk,22µm
_05727_,21.98µm
deser_B.shift_reg\[19\],21.98µm
deser_B.shift_reg\[32\],21.98µm
ser_C.shift_reg\[117\],21.965µm
_10193_,21.96µm
_10353_,21.96µm
_06380_,21.94µm
_06675_,21.94µm
_03825_,21.92µm
_07111_,21.92µm
_11585_,21.92µm
ser_C.shift_reg\[434\],21.92µm
systolic_inst.acc_wires\[3\]\[13\],21.915µm
ser_C.shift_reg\[421\],21.9µm
_06081_,21.88µm
_09056_,21.88µm
_11138_,21.88µm
systolic_inst.acc_wires\[6\]\[3\],21.87µm
_05956_,21.86µm
ser_C.shift_reg\[114\],21.845µm
_08480_,21.84µm
deser_B.shift_reg\[98\],21.84µm
systolic_inst.acc_wires\[9\]\[15\],21.84µm
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[1\],21.84µm
_11352_,21.82µm
_11666_,21.82µm
deser_A.shift_reg\[100\],21.8µm
_06689_,21.76µm
_09821_,21.76µm
ser_C.bit_idx\[0\],21.76µm
systolic_inst.acc_wires\[12\]\[15\],21.76µm
_05238_,21.745µm
_08239_,21.74µm
_03920_,21.72µm
_04540_,21.72µm
_10524_,21.72µm
_11105_,21.72µm
systolic_inst.B_shift\[18\]\[4\],21.72µm
_04375_,21.7µm
_06137_,21.7µm
systolic_inst.acc_wires\[6\]\[25\],21.69µm
_04908_,21.68µm
_11476_,21.68µm
_11619_,21.68µm
_11664_,21.68µm
_11845_,21.68µm
_08779_,21.66µm
_09203_,21.66µm
_06375_,21.64µm
deser_A.shift_reg\[126\],21.62µm
ser_C.shift_reg\[191\],21.62µm
_03872_,21.6µm
_12526_,21.6µm
ser_C.shift_reg\[202\],21.595µm
_07406_,21.58µm
deser_A.shift_reg\[18\],21.58µm
_06604_,21.56µm
_08515_,21.56µm
_11553_,21.56µm
ser_C.shift_reg\[454\],21.545µm
_04530_,21.54µm
_07142_,21.54µm
_09448_,21.54µm
_10253_,21.54µm
deser_A.shift_reg\[77\],21.54µm
_06220_,21.52µm
_09126_,21.52µm
systolic_inst.acc_wires\[2\]\[4\],21.52µm
systolic_inst.acc_wires\[1\]\[23\],21.51µm
_10994_,21.5µm
_12061_,21.5µm
_12816_,21.48µm
systolic_inst.acc_wires\[5\]\[15\],21.47µm
_03807_,21.46µm
_04940_,21.46µm
_06186_,21.46µm
_06575_,21.46µm
_10422_,21.46µm
_11938_,21.46µm
A_in\[55\],21.44µm
deser_A.shift_reg\[3\],21.44µm
systolic_inst.acc_wires\[9\]\[11\],21.44µm
_07876_,21.42µm
_10097_,21.42µm
_10355_,21.42µm
deser_B.shift_reg\[99\],21.42µm
C_out\[207\],21.4µm
_10052_,21.4µm
deser_A.shift_reg\[80\],21.4µm
systolic_inst.row_loop\[2\].col_loop\[0\].pe_i.prod_reg\[7\],21.4µm
_06747_,21.38µm
systolic_inst.acc_wires\[6\]\[7\],21.37µm
_12123_,21.345µm
_05205_,21.34µm
_07267_,21.34µm
_09939_,21.34µm
B_in\[119\],21.32µm
systolic_inst.acc_wires\[1\]\[12\],21.32µm
systolic_inst.acc_wires\[7\]\[4\],21.31µm
_05735_,21.3µm
_11245_,21.3µm
systolic_inst.A_shift\[20\]\[2\],21.3µm
systolic_inst.row_loop\[2\].col_loop\[3\].pe_i.prod_reg\[11\],21.3µm
_04846_,21.28µm
_06500_,21.28µm
_08403_,21.28µm
ser_C.shift_reg\[11\],21.28µm
_09647_,21.26µm
_12475_,21.26µm
_04756_,21.24µm
_08583_,21.24µm
_08673_,21.24µm
_09660_,21.24µm
B_in\[108\],21.22µm
_05572_,21.22µm
_05944_,21.22µm
_09322_,21.22µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[10\],21.22µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[8\],21.22µm
deser_B.shift_reg\[84\],21.2µm
systolic_inst.A_shift\[10\]\[6\],21.2µm
_03594_,21.18µm
ser_C.shift_reg\[177\],21.18µm
_11940_,21.16µm
_12296_,21.16µm
_13026_,21.14µm
systolic_inst.acc_wires\[7\]\[24\],21.14µm
ser_C.shift_reg\[501\],21.135µm
_06923_,21.12µm
_07147_,21.12µm
deser_B.shift_reg\[55\],21.12µm
systolic_inst.B_shift\[11\]\[6\],21.12µm
_08223_,21.1µm
_09870_,21.1µm
_12644_,21.1µm
deser_A.shift_reg\[97\],21.1µm
ser_C.shift_reg\[294\],21.1µm
systolic_inst.A_shift\[30\]\[6\],21.1µm
systolic_inst.acc_wires\[2\]\[3\],21.09µm
_03555_,21.08µm
_04502_,21.08µm
_12917_,21.08µm
deser_A.shift_reg\[78\],21.08µm
systolic_inst.acc_wires\[2\]\[23\],21.08µm
_05797_,21.07µm
_02410_,21.04µm
_08400_,21.04µm
systolic_inst.acc_wires\[0\]\[27\],21.04µm
_07445_,21.02µm
_09437_,21.02µm
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[12\],21.02µm
C_out\[285\],21µm
_04520_,21µm
_10158_,21µm
deser_A.shift_reg\[38\],21µm
ser_C.shift_reg\[207\],21µm
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[11\],21µm
_05103_,20.98µm
_08620_,20.96µm
_12314_,20.96µm
deser_A.bit_idx\[3\],20.96µm
systolic_inst.row_loop\[1\].col_loop\[3\].pe_i.prod_reg\[12\],20.96µm
C_out\[314\],20.94µm
A_in\[102\],20.92µm
_03760_,20.92µm
_05050_,20.92µm
_06708_,20.92µm
_12134_,20.92µm
_05400_,20.9µm
_06140_,20.9µm
_11293_,20.9µm
ser_C.shift_reg\[3\],20.88µm
systolic_inst.A_shift\[30\]\[5\],20.88µm
systolic_inst.B_shift\[27\]\[2\],20.88µm
systolic_inst.acc_wires\[3\]\[21\],20.88µm
C_out\[106\],20.86µm
_12181_,20.86µm
_07020_,20.85µm
_06699_,20.84µm
ser_C.parallel_data\[457\],20.84µm
_05288_,20.82µm
_11369_,20.82µm
systolic_inst.acc_wires\[7\]\[5\],20.81µm
_07564_,20.8µm
deser_A.shift_reg\[89\],20.79µm
_04322_,20.78µm
_12681_,20.78µm
deser_A.shift_reg\[51\],20.78µm
deser_B.shift_reg\[104\],20.78µm
_06693_,20.76µm
_09313_,20.76µm
_09655_,20.76µm
_12525_,20.76µm
_12713_,20.76µm
_13072_,20.76µm
_10547_,20.74µm
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[5\],20.73µm
A_in\[3\],20.72µm
_04371_,20.72µm
_09330_,20.72µm
_12390_,20.72µm
_12738_,20.72µm
deser_B.shift_reg\[11\],20.72µm
deser_A.shift_reg\[12\],20.7µm
deser_B.shift_reg\[85\],20.7µm
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[10\],20.7µm
_07666_,20.68µm
_12537_,20.68µm
systolic_inst.acc_wires\[0\]\[9\],20.68µm
_06920_,20.66µm
_07913_,20.66µm
deser_B.word_buffer\[50\],20.66µm
deser_B.word_buffer\[91\],20.66µm
systolic_inst.B_shift\[2\]\[1\],20.66µm
systolic_inst.acc_wires\[9\]\[2\],20.66µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[6\],20.66µm
_07801_,20.64µm
_12348_,20.64µm
deser_B.shift_reg\[61\],20.64µm
_04196_,20.62µm
_04401_,20.62µm
_05625_,20.62µm
_08069_,20.62µm
_09311_,20.62µm
_12405_,20.62µm
systolic_inst.acc_wires\[10\]\[30\],20.61µm
_04481_,20.6µm
_09088_,20.6µm
_09102_,20.6µm
ser_C.shift_reg\[90\],20.595µm
_05498_,20.58µm
_08459_,20.58µm
_11877_,20.58µm
_11981_,20.58µm
systolic_inst.acc_wires\[3\]\[2\],20.57µm
_05777_,20.56µm
systolic_inst.acc_wires\[13\]\[24\],20.56µm
deser_B.shift_reg\[0\],20.54µm
deser_B.shift_reg\[103\],20.54µm
B_in\[125\],20.52µm
_05976_,20.52µm
deser_B.shift_reg\[87\],20.5µm
_07361_,20.48µm
_07514_,20.48µm
deser_B.shift_reg\[22\],20.48µm
systolic_inst.acc_wires\[1\]\[7\],20.48µm
_09954_,20.46µm
_12774_,20.46µm
deser_A.shift_reg\[2\],20.46µm
deser_A.shift_reg\[57\],20.46µm
clknet_leaf_318_clk,20.46µm
_03948_,20.44µm
_04840_,20.44µm
_04944_,20.44µm
_06949_,20.44µm
deser_A.shift_reg\[37\],20.44µm
systolic_inst.acc_wires\[12\]\[31\],20.44µm
systolic_inst.acc_wires\[3\]\[29\],20.44µm
systolic_inst.row_loop\[2\].col_loop\[0\].pe_i.prod_reg\[3\],20.44µm
_06557_,20.43µm
C_out\[312\],20.42µm
_09416_,20.42µm
_11690_,20.42µm
_12190_,20.42µm
systolic_inst.row_loop\[1\].col_loop\[2\].pe_i.prod_reg\[3\],20.42µm
_08751_,20.41µm
_06729_,20.4µm
_10167_,20.4µm
_10220_,20.4µm
deser_B.shift_reg\[123\],20.4µm
_05835_,20.38µm
_09070_,20.38µm
systolic_inst.row_loop\[2\].col_loop\[2\].pe_i.prod_reg\[4\],20.38µm
deser_A.shift_reg\[125\],20.36µm
_05504_,20.34µm
deser_A.shift_reg\[124\],20.34µm
_05269_,20.32µm
_09014_,20.32µm
_11918_,20.32µm
_07198_,20.31µm
_05417_,20.3µm
_07398_,20.3µm
systolic_inst.acc_wires\[0\]\[19\],20.3µm
_05388_,20.28µm
systolic_inst.A_shift\[20\]\[5\],20.28µm
systolic_inst.row_loop\[2\].col_loop\[0\].pe_i.prod_reg\[5\],20.28µm
systolic_inst.acc_wires\[10\]\[15\],20.275µm
_06001_,20.26µm
_08643_,20.24µm
_11294_,20.24µm
_11772_,20.24µm
deser_B.shift_reg\[93\],20.24µm
deser_B.shift_reg\[96\],20.24µm
clknet_leaf_12_clk,20.24µm
_04547_,20.22µm
_04735_,20.22µm
_11905_,20.22µm
_04402_,20.2µm
_06123_,20.2µm
_07376_,20.2µm
_08497_,20.2µm
_08731_,20.2µm
deser_B.bit_idx\[0\],20.2µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[8\],20.2µm
C_out\[374\],20.18µm
_04213_,20.18µm
ser_C.shift_reg\[96\],20.18µm
_05146_,20.165µm
ser_C.shift_reg\[456\],20.165µm
_12682_,20.16µm
deser_A.shift_reg\[10\],20.16µm
systolic_inst.acc_wires\[15\]\[30\],20.16µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[8\],20.16µm
systolic_inst.acc_wires\[3\]\[30\],20.15µm
deser_A.shift_reg\[40\],20.14µm
systolic_inst.B_shift\[9\]\[3\],20.14µm
_05326_,20.12µm
_05552_,20.12µm
_09968_,20.12µm
_12109_,20.12µm
_12575_,20.12µm
deser_B.serial_word\[126\],20.12µm
_05094_,20.1µm
ser_C.shift_reg\[120\],20.085µm
B_in\[117\],20.08µm
_10106_,20.08µm
_11393_,20.08µm
deser_B.shift_reg\[23\],20.08µm
systolic_inst.acc_wires\[5\]\[3\],20.07µm
ser_C.shift_reg\[195\],20.065µm
_08733_,20.06µm
A_in\[63\],20.04µm
B_in\[44\],20.04µm
systolic_inst.acc_wires\[0\]\[10\],20.04µm
_07095_,20.015µm
_08200_,20µm
_10132_,20µm
deser_A.shift_reg\[108\],20µm
deser_B.serial_word\[110\],20µm
systolic_inst.row_loop\[0\].col_loop\[0\].pe_i.prod_reg\[4\],19.98µm
ser_C.shift_reg\[252\],19.975µm
_03802_,19.97µm
C_out\[190\],19.96µm
systolic_inst.acc_wires\[2\]\[18\],19.96µm
_08169_,19.95µm
_07570_,19.94µm
deser_A.shift_reg\[56\],19.94µm
deser_B.shift_reg\[71\],19.94µm
systolic_inst.B_shift\[19\]\[1\],19.94µm
systolic_inst.acc_wires\[0\]\[14\],19.93µm
_06005_,19.92µm
_09321_,19.92µm
_09899_,19.92µm
systolic_inst.A_shift\[16\]\[2\],19.92µm
systolic_inst.acc_wires\[1\]\[14\],19.92µm
_06540_,19.9µm
_06301_,19.88µm
ser_C.shift_reg\[333\],19.88µm
_05749_,19.86µm
_11103_,19.86µm
_11436_,19.86µm
_12258_,19.86µm
deser_A.shift_reg\[127\],19.86µm
_07441_,19.84µm
_09654_,19.84µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[11\],19.84µm
A_in\[30\],19.82µm
_05531_,19.82µm
_04479_,19.8µm
_04744_,19.8µm
_11215_,19.8µm
_09858_,19.78µm
_10376_,19.78µm
deser_A.shift_reg\[91\],19.78µm
systolic_inst.acc_wires\[11\]\[15\],19.78µm
_10109_,19.76µm
_11283_,19.74µm
_11392_,19.74µm
B_in\[86\],19.72µm
deser_A.shift_reg\[74\],19.72µm
deser_B.shift_reg\[13\],19.72µm
systolic_inst.acc_wires\[8\]\[15\],19.71µm
_04864_,19.7µm
_07817_,19.7µm
_10602_,19.7µm
_12072_,19.7µm
deser_B.shift_reg\[62\],19.7µm
systolic_inst.row_loop\[3\].col_loop\[0\].pe_i.prod_reg\[2\],19.7µm
_08711_,19.68µm
_10124_,19.68µm
systolic_inst.A_shift\[9\]\[1\],19.68µm
_03984_,19.67µm
_09785_,19.67µm
systolic_inst.acc_wires\[14\]\[9\],19.67µm
_07621_,19.665µm
C_out\[348\],19.66µm
_04199_,19.66µm
_11468_,19.64µm
_12199_,19.64µm
systolic_inst.acc_wires\[2\]\[6\],19.63µm
_03603_,19.62µm
_04002_,19.62µm
_04684_,19.62µm
_05614_,19.62µm
_07972_,19.62µm
_07988_,19.62µm
_12627_,19.62µm
_05764_,19.6µm
deser_B.shift_reg\[69\],19.58µm
deser_B.shift_reg\[70\],19.58µm
B_in\[76\],19.56µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[5\],19.56µm
systolic_inst.acc_wires\[5\]\[25\],19.55µm
A_in\[32\],19.54µm
_06017_,19.54µm
systolic_inst.row_loop\[2\].col_loop\[0\].pe_i.prod_reg\[10\],19.54µm
_07836_,19.53µm
_04450_,19.52µm
_09931_,19.52µm
deser_A.shift_reg\[69\],19.52µm
deser_B.serial_word\[81\],19.51µm
_05643_,19.5µm
_08720_,19.5µm
_09984_,19.48µm
_11378_,19.48µm
deser_B.shift_reg\[42\],19.48µm
systolic_inst.B_shift\[10\]\[4\],19.48µm
_08971_,19.46µm
_03783_,19.44µm
systolic_inst.acc_wires\[1\]\[25\],19.44µm
_11340_,19.43µm
_03574_,19.42µm
_03822_,19.42µm
_07430_,19.42µm
_08686_,19.42µm
_09197_,19.42µm
_10161_,19.42µm
_08532_,19.415µm
C_out\[2\],19.4µm
_05041_,19.4µm
_05841_,19.4µm
systolic_inst.acc_wires\[13\]\[10\],19.4µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[13\],19.4µm
_08147_,19.38µm
systolic_inst.B_shift\[13\]\[7\],19.38µm
ser_C.shift_reg\[88\],19.375µm
systolic_inst.acc_wires\[7\]\[1\],19.37µm
_04635_,19.36µm
systolic_inst.row_loop\[1\].col_loop\[1\].pe_i.prod_reg\[13\],19.36µm
_06618_,19.34µm
_08680_,19.34µm
_09453_,19.34µm
systolic_inst.acc_wires\[9\]\[25\],19.34µm
_09775_,19.32µm
_04951_,19.3µm
_07194_,19.3µm
_07788_,19.3µm
_10873_,19.3µm
ser_C.shift_reg\[484\],19.295µm
C_out\[18\],19.28µm
_05570_,19.28µm
_07819_,19.28µm
_08855_,19.28µm
_10424_,19.28µm
_10696_,19.28µm
_10828_,19.28µm
_09085_,19.27µm
A_in\[61\],19.26µm
deser_A.shift_reg\[60\],19.26µm
_12183_,19.245µm
_04113_,19.24µm
_04455_,19.24µm
_05459_,19.24µm
_13069_,19.24µm
ser_C.shift_reg\[212\],19.235µm
_04969_,19.22µm
_05406_,19.22µm
_07859_,19.22µm
deser_B.shift_reg\[3\],19.22µm
systolic_inst.acc_wires\[15\]\[25\],19.21µm
_09784_,19.205µm
_05419_,19.2µm
_10448_,19.2µm
_11160_,19.2µm
_12926_,19.2µm
_12969_,19.2µm
systolic_inst.row_loop\[2\].col_loop\[1\].pe_i.prod_reg\[14\],19.2µm
_10094_,19.18µm
ser_C.shift_reg\[427\],19.18µm
systolic_inst.B_shift\[2\]\[5\],19.18µm
systolic_inst.acc_wires\[13\]\[25\],19.17µm
_04563_,19.165µm
B_in\[14\],19.16µm
ser_C.shift_reg\[9\],19.16µm
_05967_,19.155µm
_07123_,19.14µm
_09472_,19.14µm
_11727_,19.14µm
_08346_,19.12µm
_08862_,19.12µm
_10324_,19.12µm
deser_A.shift_reg\[16\],19.12µm
systolic_inst.acc_wires\[3\]\[28\],19.12µm
systolic_inst.row_loop\[1\].col_loop\[1\].pe_i.prod_reg\[12\],19.12µm
_10393_,19.11µm
_12744_,19.1µm
_12884_,19.1µm
_06067_,19.08µm
_08052_,19.08µm
_08255_,19.08µm
_09038_,19.08µm
_09613_,19.08µm
deser_A.shift_reg\[11\],19.08µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[6\],19.08µm
_07754_,19.06µm
ser_C.shift_reg\[384\],19.06µm
_05974_,19.04µm
_10264_,19.04µm
_11132_,19.035µm
_05147_,19.02µm
_06441_,19.02µm
_12434_,19.02µm
systolic_inst.row_loop\[3\].col_loop\[1\].pe_i.prod_reg\[6\],19.02µm
C_out\[328\],19µm
_06534_,19µm
_11588_,19µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[4\],19µm
deser_A.shift_reg\[92\],18.98µm
systolic_inst.B_shift\[7\]\[3\],18.98µm
_04411_,18.96µm
_07305_,18.96µm
_09374_,18.96µm
ser_C.shift_reg\[125\],18.96µm
ser_C.shift_reg\[379\],18.96µm
systolic_inst.row_loop\[1\].col_loop\[1\].pe_i.prod_reg\[8\],18.96µm
systolic_inst.row_loop\[3\].col_loop\[2\].pe_i.prod_reg\[10\],18.96µm
_04107_,18.94µm
_04243_,18.94µm
_04768_,18.94µm
_06168_,18.94µm
_06644_,18.94µm
_07582_,18.94µm
_12497_,18.94µm
deser_A.shift_reg\[6\],18.94µm
deser_B.shift_reg\[125\],18.94µm
_11510_,18.92µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[7\],18.9µm
ser_C.shift_reg\[253\],18.88µm
_04438_,18.86µm
_10806_,18.86µm
systolic_inst.row_loop\[0\].col_loop\[3\].pe_i.prod_reg\[5\],18.86µm
_12625_,18.845µm
_03744_,18.84µm
_03867_,18.84µm
_04023_,18.84µm
_07125_,18.84µm
_08840_,18.84µm
_09221_,18.84µm
_09663_,18.84µm
_10433_,18.84µm
_06928_,18.83µm
systolic_inst.acc_wires\[0\]\[4\],18.83µm
_01183_,18.82µm
_05768_,18.82µm
_07254_,18.82µm
_07464_,18.82µm
_08027_,18.82µm
systolic_inst.B_shift\[9\]\[1\],18.82µm
_07051_,18.8µm
_08709_,18.8µm
_12992_,18.8µm
systolic_inst.row_loop\[0\].col_loop\[0\].pe_i.prod_reg\[7\],18.8µm
ser_C.shift_reg\[21\],18.785µm
ser_C.shift_reg\[44\],18.785µm
_08076_,18.78µm
deser_B.shift_reg\[88\],18.78µm
ser_C.shift_reg\[228\],18.78µm
systolic_inst.row_loop\[0\].col_loop\[1\].pe_i.prod_reg\[2\],18.78µm
_08053_,18.76µm
deser_A.shift_reg\[58\],18.76µm
_08905_,18.74µm
_12708_,18.74µm
_06471_,18.72µm
deser_A.shift_reg\[70\],18.72µm
ser_C.shift_reg\[367\],18.72µm
ser_C.shift_reg\[381\],18.705µm
_05712_,18.7µm
_07532_,18.7µm
_08629_,18.7µm
_11060_,18.7µm
_12177_,18.7µm
_12944_,18.7µm
_13068_,18.7µm
systolic_inst.acc_wires\[0\]\[25\],18.7µm
_03552_,18.68µm
_06546_,18.68µm
_09048_,18.68µm
ser_C.shift_reg\[23\],18.68µm
systolic_inst.B_shift\[4\]\[2\],18.68µm
systolic_inst.acc_wires\[13\]\[31\],18.68µm
_05077_,18.66µm
_06621_,18.66µm
_08393_,18.66µm
_09684_,18.66µm
_04225_,18.65µm
_11319_,18.645µm
_05019_,18.64µm
_06382_,18.64µm
_08725_,18.64µm
ser_C.shift_reg\[344\],18.64µm
systolic_inst.B_shift\[2\]\[6\],18.64µm
_07588_,18.63µm
ser_C.shift_reg\[84\],18.625µm
_06915_,18.62µm
systolic_inst.acc_wires\[5\]\[6\],18.61µm
_03792_,18.6µm
_03855_,18.6µm
_04665_,18.6µm
_04930_,18.6µm
deser_B.word_buffer\[101\],18.6µm
_06736_,18.59µm
_03844_,18.58µm
systolic_inst.B_shift\[13\]\[2\],18.58µm
C_out\[149\],18.56µm
_07374_,18.56µm
_12055_,18.56µm
systolic_inst.row_loop\[1\].col_loop\[3\].pe_i.prod_reg\[14\],18.56µm
_04742_,18.54µm
_05101_,18.54µm
systolic_inst.acc_wires\[8\]\[31\],18.54µm
systolic_inst.acc_wires\[15\]\[15\],18.53µm
systolic_inst.acc_wires\[5\]\[30\],18.53µm
A_in\[38\],18.52µm
_06544_,18.52µm
_12573_,18.52µm
systolic_inst.row_loop\[1\].col_loop\[0\].pe_i.prod_reg\[1\],18.52µm
_09860_,18.5µm
_11901_,18.5µm
ser_C.shift_reg\[257\],18.5µm
deser_B.bit_idx\[1\],18.495µm
_08496_,18.48µm
deser_A.word_buffer\[14\],18.48µm
systolic_inst.B_shift\[19\]\[6\],18.48µm
_04881_,18.46µm
_05220_,18.46µm
_06579_,18.46µm
_05693_,18.44µm
_06910_,18.44µm
_08099_,18.44µm
_08185_,18.44µm
_08315_,18.44µm
_08932_,18.44µm
systolic_inst.A_shift\[24\]\[3\],18.44µm
systolic_inst.acc_wires\[15\]\[31\],18.44µm
systolic_inst.acc_wires\[5\]\[11\],18.44µm
systolic_inst.row_loop\[2\].col_loop\[2\].pe_i.prod_reg\[2\],18.44µm
systolic_inst.acc_wires\[13\]\[6\],18.43µm
systolic_inst.acc_wires\[8\]\[8\],18.43µm
_05566_,18.42µm
_09050_,18.42µm
systolic_inst.acc_wires\[2\]\[25\],18.42µm
deser_A.shift_reg\[101\],18.4µm
deser_A.shift_reg\[19\],18.4µm
